Title,URL,Short Intro,Category,Sub-Category,Course Type,Language,Subtitle Languages,Skills,Instructors,Rating,Number of viewers,Duration,Site
Digital Marketing Mastery Course 4,http://example.com/digitalmarketing/4,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Bootcamp,English,English,"Google Ads, Content Marketing, SEO",Instructor 67,4.7,394526,18 hours,edX
Digital Marketing Mastery Course 5,http://example.com/digitalmarketing/5,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Professional Certificate,English,English,"SEO, Analytics, Content Marketing",Instructor 135,4.8,281355,33 hours,edX
Digital Marketing Mastery Course 6,http://example.com/digitalmarketing/6,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Specialization,English,English,"SEO, Content Marketing, Analytics",Instructor 96,4.5,169917,24 hours,Udemy
Digital Marketing Mastery Course 7,http://example.com/digitalmarketing/7,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Bootcamp,English,English,"SEO, Content Marketing, Google Ads",Instructor 26,4.6,246259,36 hours,Coursera
Digital Marketing Mastery Course 8,http://example.com/digitalmarketing/8,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Bootcamp,English,English,"Content Marketing, SEO, Google Ads",Instructor 70,4.5,269483,37 hours,Coursera
Digital Marketing Mastery Course 9,http://example.com/digitalmarketing/9,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Bootcamp,English,English,"SEO, Content Marketing, Analytics",Instructor 108,4.5,478415,34 hours,edX
Digital Marketing Mastery Course 10,http://example.com/digitalmarketing/10,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Certificate,English,English,"Google Ads, SEO, Content Marketing",Instructor 1,4.9,304376,27 hours,Pluralsight
Digital Marketing Mastery Course 11,http://example.com/digitalmarketing/11,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Professional Certificate,English,English,"SEO, Analytics, Content Marketing",Instructor 6,4.8,231299,38 hours,Udemy
Digital Marketing Mastery Course 12,http://example.com/digitalmarketing/12,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Certificate,English,English,"SEO, Content Marketing, Google Ads",Instructor 136,4.7,417364,40 hours,Pluralsight
Digital Marketing Mastery Course 13,http://example.com/digitalmarketing/13,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Professional Certificate,English,English,"SEO, Analytics, Content Marketing",Instructor 131,4.9,404607,28 hours,Coursera
Digital Marketing Mastery Course 14,http://example.com/digitalmarketing/14,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Certificate,English,English,"Analytics, SEO, Google Ads",Instructor 70,4.2,280855,19 hours,FutureLearn
Digital Marketing Mastery Course 15,http://example.com/digitalmarketing/15,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Bootcamp,English,English,"Google Ads, Analytics, SEO",Instructor 59,4.9,403889,38 hours,Coursera
Digital Marketing Mastery Course 16,http://example.com/digitalmarketing/16,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Bootcamp,English,English,"Content Marketing, Google Ads, Analytics",Instructor 129,4.9,305948,23 hours,Coursera
Digital Marketing Mastery Course 17,http://example.com/digitalmarketing/17,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Bootcamp,English,English,"Analytics, Content Marketing, Google Ads",Instructor 9,4.4,65742,35 hours,Pluralsight
Digital Marketing Mastery Course 18,http://example.com/digitalmarketing/18,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Bootcamp,English,English,"SEO, Google Ads, Analytics",Instructor 30,4.5,30150,11 hours,FutureLearn
Digital Marketing Mastery Course 19,http://example.com/digitalmarketing/19,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Certificate,English,English,"Content Marketing, Google Ads, SEO",Instructor 146,4.4,308466,25 hours,Udemy
Digital Marketing Mastery Course 20,http://example.com/digitalmarketing/20,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Specialization,English,English,"Analytics, Content Marketing, SEO",Instructor 196,4.5,359449,17 hours,Udemy
Digital Marketing Mastery Course 21,http://example.com/digitalmarketing/21,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Professional Certificate,English,English,"Google Ads, Analytics, Content Marketing",Instructor 72,4.5,434695,38 hours,Coursera
Digital Marketing Mastery Course 22,http://example.com/digitalmarketing/22,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Certificate,English,English,"Google Ads, SEO, Content Marketing",Instructor 78,4.5,255715,27 hours,edX
Digital Marketing Mastery Course 23,http://example.com/digitalmarketing/23,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Certificate,English,English,"SEO, Analytics, Content Marketing",Instructor 126,5.0,381537,10 hours,Pluralsight
Digital Marketing Mastery Course 24,http://example.com/digitalmarketing/24,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Bootcamp,English,English,"SEO, Content Marketing, Analytics",Instructor 29,4.8,341460,27 hours,Coursera
Digital Marketing Mastery Course 25,http://example.com/digitalmarketing/25,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Specialization,English,English,"Content Marketing, SEO, Google Ads",Instructor 169,5.0,151333,11 hours,edX
Digital Marketing Mastery Course 26,http://example.com/digitalmarketing/26,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Professional Certificate,English,English,"Google Ads, SEO, Content Marketing",Instructor 152,4.8,358964,25 hours,Coursera
Digital Marketing Mastery Course 27,http://example.com/digitalmarketing/27,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Specialization,English,English,"Google Ads, Content Marketing, SEO",Instructor 180,4.3,480762,19 hours,FutureLearn
Digital Marketing Mastery Course 28,http://example.com/digitalmarketing/28,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Certificate,English,English,"Analytics, Content Marketing, Google Ads",Instructor 60,4.8,412477,18 hours,FutureLearn
Digital Marketing Mastery Course 29,http://example.com/digitalmarketing/29,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Professional Certificate,English,English,"Google Ads, Analytics, SEO",Instructor 91,4.7,402973,11 hours,edX
Digital Marketing Mastery Course 30,http://example.com/digitalmarketing/30,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Professional Certificate,English,English,"Analytics, Google Ads, SEO",Instructor 96,4.4,70580,31 hours,Udemy
Digital Marketing Mastery Course 31,http://example.com/digitalmarketing/31,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Specialization,English,English,"Analytics, Google Ads, Content Marketing",Instructor 80,4.7,399598,11 hours,Coursera
Digital Marketing Mastery Course 32,http://example.com/digitalmarketing/32,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Specialization,English,English,"Analytics, Google Ads, Content Marketing",Instructor 175,4.9,73008,22 hours,Coursera
Digital Marketing Mastery Course 33,http://example.com/digitalmarketing/33,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Bootcamp,English,English,"Analytics, Google Ads, Content Marketing",Instructor 54,5.0,472992,20 hours,Udemy
Digital Marketing Mastery Course 34,http://example.com/digitalmarketing/34,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Specialization,English,English,"Content Marketing, Analytics, Google Ads",Instructor 45,4.9,89208,19 hours,Udemy
Digital Marketing Mastery Course 35,http://example.com/digitalmarketing/35,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Bootcamp,English,English,"Analytics, Content Marketing, Google Ads",Instructor 100,4.2,68606,16 hours,FutureLearn
Digital Marketing Mastery Course 36,http://example.com/digitalmarketing/36,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Professional Certificate,English,English,"Analytics, Content Marketing, SEO",Instructor 117,4.7,322071,8 hours,Pluralsight
Digital Marketing Mastery Course 37,http://example.com/digitalmarketing/37,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Bootcamp,English,English,"Google Ads, Content Marketing, SEO",Instructor 1,4.4,105244,16 hours,Coursera
Digital Marketing Mastery Course 38,http://example.com/digitalmarketing/38,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Bootcamp,English,English,"Analytics, Google Ads, Content Marketing",Instructor 130,4.6,172741,16 hours,Udemy
Digital Marketing Mastery Course 39,http://example.com/digitalmarketing/39,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Specialization,English,English,"Content Marketing, Analytics, Google Ads",Instructor 171,4.3,372987,20 hours,Coursera
Digital Marketing Mastery Course 40,http://example.com/digitalmarketing/40,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Certificate,English,English,"SEO, Google Ads, Analytics",Instructor 144,4.9,115882,8 hours,FutureLearn
Digital Marketing Mastery Course 41,http://example.com/digitalmarketing/41,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Certificate,English,English,"Analytics, Google Ads, SEO",Instructor 66,5.0,333068,20 hours,Coursera
Digital Marketing Mastery Course 42,http://example.com/digitalmarketing/42,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Specialization,English,English,"SEO, Content Marketing, Google Ads",Instructor 11,4.3,331611,8 hours,FutureLearn
Digital Marketing Mastery Course 43,http://example.com/digitalmarketing/43,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Professional Certificate,English,English,"Google Ads, Content Marketing, Analytics",Instructor 126,4.3,486520,19 hours,FutureLearn
Digital Marketing Mastery Course 44,http://example.com/digitalmarketing/44,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Specialization,English,English,"Google Ads, Analytics, SEO",Instructor 113,4.7,94973,21 hours,edX
Digital Marketing Mastery Course 45,http://example.com/digitalmarketing/45,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Bootcamp,English,English,"Google Ads, SEO, Content Marketing",Instructor 136,4.6,176438,20 hours,Pluralsight
Digital Marketing Mastery Course 46,http://example.com/digitalmarketing/46,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Professional Certificate,English,English,"Content Marketing, SEO, Google Ads",Instructor 191,4.5,233831,40 hours,Coursera
Digital Marketing Mastery Course 47,http://example.com/digitalmarketing/47,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Bootcamp,English,English,"Content Marketing, Analytics, Google Ads",Instructor 175,4.2,111178,18 hours,FutureLearn
Digital Marketing Mastery Course 48,http://example.com/digitalmarketing/48,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Bootcamp,English,English,"Content Marketing, Google Ads, SEO",Instructor 104,4.3,166256,8 hours,Pluralsight
Digital Marketing Mastery Course 49,http://example.com/digitalmarketing/49,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Bootcamp,English,English,"Analytics, Content Marketing, SEO",Instructor 106,4.9,61621,30 hours,edX
Digital Marketing Mastery Course 50,http://example.com/digitalmarketing/50,Comprehensive training in Digital Marketing covering practical and real-world projects.,Computer Science,Digital Marketing,Professional Certificate,English,English,"Google Ads, Content Marketing, SEO",Instructor 71,4.2,223792,12 hours,Coursera
Project Management Mastery Course 1,http://example.com/projectmanagement/1,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Professional Certificate,English,English,"Agile, Planning, Leadership",Instructor 118,4.4,482680,23 hours,Udemy
Project Management Mastery Course 2,http://example.com/projectmanagement/2,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Bootcamp,English,English,"Leadership, Scrum, Planning",Instructor 80,4.4,395232,28 hours,FutureLearn
Project Management Mastery Course 3,http://example.com/projectmanagement/3,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Certificate,English,English,"Agile, Leadership, Scrum",Instructor 7,4.5,317828,11 hours,Pluralsight
Project Management Mastery Course 4,http://example.com/projectmanagement/4,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Specialization,English,English,"Planning, Agile, Scrum",Instructor 176,4.2,263090,33 hours,Pluralsight
Project Management Mastery Course 5,http://example.com/projectmanagement/5,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Professional Certificate,English,English,"Leadership, Planning, Agile",Instructor 147,4.6,266914,32 hours,edX
Project Management Mastery Course 6,http://example.com/projectmanagement/6,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Certificate,English,English,"Leadership, Agile, Planning",Instructor 61,4.5,73008,28 hours,Pluralsight
Project Management Mastery Course 7,http://example.com/projectmanagement/7,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Specialization,English,English,"Scrum, Planning, Agile",Instructor 128,4.4,33044,17 hours,Pluralsight
Project Management Mastery Course 8,http://example.com/projectmanagement/8,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Professional Certificate,English,English,"Leadership, Agile, Planning",Instructor 17,4.4,430988,10 hours,edX
Project Management Mastery Course 9,http://example.com/projectmanagement/9,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Certificate,English,English,"Agile, Scrum, Leadership",Instructor 104,4.6,285635,15 hours,edX
Project Management Mastery Course 10,http://example.com/projectmanagement/10,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Specialization,English,English,"Scrum, Leadership, Agile",Instructor 49,4.7,264834,21 hours,Coursera
Project Management Mastery Course 11,http://example.com/projectmanagement/11,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Bootcamp,English,English,"Scrum, Leadership, Agile",Instructor 158,4.7,108476,16 hours,FutureLearn
Project Management Mastery Course 12,http://example.com/projectmanagement/12,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Bootcamp,English,English,"Leadership, Agile, Planning",Instructor 77,4.6,128130,19 hours,Pluralsight
Project Management Mastery Course 13,http://example.com/projectmanagement/13,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Specialization,English,English,"Planning, Leadership, Agile",Instructor 126,4.4,441752,10 hours,Coursera
Project Management Mastery Course 14,http://example.com/projectmanagement/14,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Professional Certificate,English,English,"Planning, Leadership, Scrum",Instructor 91,4.9,95080,25 hours,Coursera
Project Management Mastery Course 15,http://example.com/projectmanagement/15,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Certificate,English,English,"Leadership, Agile, Planning",Instructor 158,4.4,258847,29 hours,Udemy
Project Management Mastery Course 16,http://example.com/projectmanagement/16,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Professional Certificate,English,English,"Planning, Scrum, Agile",Instructor 164,4.5,167765,23 hours,Coursera
Project Management Mastery Course 17,http://example.com/projectmanagement/17,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Specialization,English,English,"Agile, Planning, Scrum",Instructor 154,5.0,306714,21 hours,Pluralsight
Project Management Mastery Course 18,http://example.com/projectmanagement/18,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Bootcamp,English,English,"Scrum, Planning, Leadership",Instructor 97,4.7,154724,11 hours,Coursera
Project Management Mastery Course 19,http://example.com/projectmanagement/19,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Certificate,English,English,"Leadership, Planning, Agile",Instructor 27,4.7,169817,17 hours,Coursera
Project Management Mastery Course 20,http://example.com/projectmanagement/20,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Certificate,English,English,"Scrum, Leadership, Planning",Instructor 64,4.9,346550,34 hours,Udemy
Project Management Mastery Course 21,http://example.com/projectmanagement/21,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Certificate,English,English,"Agile, Scrum, Leadership",Instructor 75,4.4,241419,32 hours,edX
Project Management Mastery Course 22,http://example.com/projectmanagement/22,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Bootcamp,English,English,"Agile, Scrum, Leadership",Instructor 156,4.7,318575,7 hours,Coursera
Project Management Mastery Course 23,http://example.com/projectmanagement/23,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Professional Certificate,English,English,"Planning, Scrum, Leadership",Instructor 4,4.9,392730,36 hours,FutureLearn
Project Management Mastery Course 24,http://example.com/projectmanagement/24,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Certificate,English,English,"Leadership, Agile, Planning",Instructor 179,4.7,470806,30 hours,Udemy
Project Management Mastery Course 25,http://example.com/projectmanagement/25,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Professional Certificate,English,English,"Planning, Agile, Scrum",Instructor 127,4.9,231612,36 hours,Pluralsight
Project Management Mastery Course 26,http://example.com/projectmanagement/26,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Bootcamp,English,English,"Agile, Leadership, Planning",Instructor 122,4.7,25828,9 hours,Pluralsight
Project Management Mastery Course 27,http://example.com/projectmanagement/27,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Professional Certificate,English,English,"Agile, Scrum, Planning",Instructor 85,4.8,200753,38 hours,Pluralsight
Project Management Mastery Course 28,http://example.com/projectmanagement/28,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Bootcamp,English,English,"Scrum, Planning, Agile",Instructor 54,4.8,267475,27 hours,Pluralsight
Project Management Mastery Course 29,http://example.com/projectmanagement/29,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Certificate,English,English,"Agile, Scrum, Planning",Instructor 164,4.4,483939,38 hours,Udemy
Project Management Mastery Course 30,http://example.com/projectmanagement/30,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Bootcamp,English,English,"Scrum, Leadership, Agile",Instructor 4,4.8,320486,8 hours,FutureLearn
Project Management Mastery Course 31,http://example.com/projectmanagement/31,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Professional Certificate,English,English,"Agile, Planning, Leadership",Instructor 75,4.8,395281,13 hours,Udemy
Project Management Mastery Course 32,http://example.com/projectmanagement/32,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Specialization,English,English,"Agile, Planning, Scrum",Instructor 112,4.8,267874,30 hours,FutureLearn
Project Management Mastery Course 33,http://example.com/projectmanagement/33,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Professional Certificate,English,English,"Planning, Leadership, Scrum",Instructor 43,4.8,169598,14 hours,FutureLearn
Project Management Mastery Course 34,http://example.com/projectmanagement/34,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Bootcamp,English,English,"Agile, Scrum, Leadership",Instructor 95,4.8,453517,23 hours,Coursera
Project Management Mastery Course 35,http://example.com/projectmanagement/35,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Professional Certificate,English,English,"Agile, Planning, Leadership",Instructor 151,4.6,318669,27 hours,edX
Project Management Mastery Course 36,http://example.com/projectmanagement/36,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Specialization,English,English,"Leadership, Agile, Planning",Instructor 102,4.9,282159,14 hours,Udemy
Project Management Mastery Course 37,http://example.com/projectmanagement/37,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Bootcamp,English,English,"Leadership, Agile, Scrum",Instructor 120,4.5,160886,6 hours,Udemy
Project Management Mastery Course 38,http://example.com/projectmanagement/38,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Professional Certificate,English,English,"Planning, Leadership, Scrum",Instructor 106,4.5,33958,20 hours,FutureLearn
Project Management Mastery Course 39,http://example.com/projectmanagement/39,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Bootcamp,English,English,"Planning, Leadership, Agile",Instructor 28,4.4,159680,20 hours,FutureLearn
Project Management Mastery Course 40,http://example.com/projectmanagement/40,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Professional Certificate,English,English,"Planning, Leadership, Scrum",Instructor 154,4.4,100387,8 hours,Udemy
Project Management Mastery Course 41,http://example.com/projectmanagement/41,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Certificate,English,English,"Leadership, Scrum, Planning",Instructor 122,4.4,422878,26 hours,Coursera
Project Management Mastery Course 42,http://example.com/projectmanagement/42,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Bootcamp,English,English,"Scrum, Agile, Leadership",Instructor 31,4.6,377416,21 hours,Udemy
Project Management Mastery Course 43,http://example.com/projectmanagement/43,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Bootcamp,English,English,"Agile, Scrum, Planning",Instructor 80,5.0,221228,19 hours,Pluralsight
Project Management Mastery Course 44,http://example.com/projectmanagement/44,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Certificate,English,English,"Leadership, Scrum, Planning",Instructor 12,4.7,219887,16 hours,Coursera
Project Management Mastery Course 45,http://example.com/projectmanagement/45,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Professional Certificate,English,English,"Scrum, Planning, Agile",Instructor 173,4.7,49064,11 hours,FutureLearn
Project Management Mastery Course 46,http://example.com/projectmanagement/46,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Specialization,English,English,"Scrum, Planning, Agile",Instructor 125,4.3,243575,9 hours,FutureLearn
Project Management Mastery Course 47,http://example.com/projectmanagement/47,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Professional Certificate,English,English,"Agile, Scrum, Leadership",Instructor 123,4.5,478739,11 hours,Pluralsight
Project Management Mastery Course 48,http://example.com/projectmanagement/48,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Bootcamp,English,English,"Agile, Planning, Scrum",Instructor 141,4.4,461248,12 hours,edX
Project Management Mastery Course 49,http://example.com/projectmanagement/49,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Specialization,English,English,"Agile, Planning, Scrum",Instructor 181,4.4,458227,20 hours,Udemy
Project Management Mastery Course 50,http://example.com/projectmanagement/50,Comprehensive training in Project Management covering practical and real-world projects.,Computer Science,Project Management,Specialization,English,English,"Scrum, Leadership, Agile",Instructor 154,4.4,156557,26 hours,FutureLearn
